,BaseDateTime,LAT,LON,SOG,COG,Heading,IMO,VesselType,Status,Length,Width,Draft
17670,2016-06-29 16:00:00,48.53835,-127.11682,13.4,-139.6,273.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
17671,2016-06-29 17:00:00,46.17135,-127.21018,12.7,-141.6,272.0,IMO9443009,77.0,under way using engine,218.0,32.0,12.3
17672,2016-06-29 18:00:00,48.5434,-127.76562,13.1,-140.6,271.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
17673,2016-06-29 19:00:00,38.16684,-126.23089,12.1,-142.1,279.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17674,2016-06-29 20:00:00,48.54997,-128.38857,12.8,-139.6,271.0,IMO9128128,71.0,under way using engine,279.0,40.0,12.0
17675,2016-06-29 21:00:00,38.1681,-126.74134,12.4,-136.5,280.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17676,2016-06-29 22:00:00,46.18177,-128.75768,12.2,-139.6,271.0,IMO9443009,77.0,under way using engine,218.0,32.0,12.4
17677,2016-06-29 23:00:00,38.16565,-127.29757,12.9,-140.5,279.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17678,2016-06-30 00:00:00,46.19763,-129.28688,12.6,-144.6,267.0,IMO9443009,77.0,under way using engine,218.0,32.0,12.4
17679,2016-06-30 01:00:00,38.19532,-127.83811,12.0,-102.8,313.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17680,2016-06-30 02:00:00,38.32484,-128.07845,15.1,-107.1,310.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17681,2016-06-30 03:00:00,29.91213,-126.14672,11.1,-110.6,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17682,2016-06-30 04:00:00,29.9996,-126.33095,11.1,-108.1,303.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17683,2016-06-30 05:00:00,38.75399,-128.88971,15.3,-105.6,307.0,IMO9408865,71.0,under way using engine,349.0,45.0,10.9
17684,2016-06-30 06:00:00,30.17918,-126.68752,11.1,-111.0,301.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17685,2016-06-30 07:00:00,30.26845,-126.87481,11.1,-112.3,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17686,2016-06-30 08:00:00,30.35402,-127.05551,11.2,-112.4,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17687,2016-06-30 09:00:00,30.44489,-127.24021,10.8,-110.2,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17688,2016-06-30 10:00:00,30.52439,-127.39727,10.5,-107.7,304.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17689,2016-06-30 11:00:00,30.62654,-127.60711,10.9,-114.2,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17690,2016-06-30 12:00:00,30.70217,-127.78239,10.7,-111.3,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17691,2016-06-30 13:00:00,30.78743,-127.97738,10.7,-115.0,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17692,2016-06-30 14:00:00,30.86818,-128.17316,10.7,-111.3,298.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17693,2016-06-30 15:00:00,30.94006,-128.34398,10.9,-109.1,304.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17694,2016-06-30 16:00:00,31.02314,-128.51838,11.0,-109.7,301.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17695,2016-06-30 17:00:00,31.13446,-128.7456,12.7,-108.7,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17696,2016-06-30 18:00:00,31.23012,-128.92992,11.0,-110.0,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17697,2016-06-30 19:00:00,31.31701,-129.11357,10.9,-110.9,299.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17698,2016-06-30 20:00:00,31.40261,-129.2925,10.8,-111.4,302.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17699,2016-06-30 21:00:00,31.49752,-129.47518,11.0,-111.9,298.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17700,2016-06-30 22:00:00,31.59454,-129.6616,10.4,-101.1,309.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17701,2016-06-30 23:00:00,31.66619,-129.83867,11.0,-115.2,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17702,2016-07-01 00:00:00,31.68118,-129.87858,11.0,-115.4,298.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17703,2016-07-01 00:00:00,31.71966,-129.98047,11.1,-115.2,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17704,2016-07-01 01:00:00,31.75023,-130.06324,11.0,-118.6,295.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17705,2016-07-01 02:00:00,31.88747,-130.44943,11.1,-117.2,295.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17706,2016-07-01 03:00:00,31.96182,-130.65575,11.1,-115.1,293.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17707,2016-07-01 04:00:00,32.03785,-130.86387,11.2,-117.2,294.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17708,2016-07-01 05:00:00,32.10748,-131.05179,10.8,-115.2,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17709,2016-07-01 06:00:00,32.17586,-131.23252,11.3,-114.4,298.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17710,2016-07-01 07:00:00,32.25957,-131.44053,11.3,-117.8,297.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17711,2016-07-01 08:00:00,32.28089,-131.49312,11.0,-115.2,296.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17712,2016-07-01 09:00:00,32.37257,-131.75197,11.0,-117.4,296.0,IMO9452921,70.0,under way using engine,189.0,32.0,11.7
17721,2016-07-01 18:00:00,46.33935,-126.03327,11.3,-135.6,276.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.1
17722,2016-07-01 19:00:00,46.36798,-126.3397,11.4,-133.6,276.0,IMO9316907,77.0,under way using engine,225.0,32.0,12.1
17746,2016-07-02 19:00:00,33.62308,-126.86542,19.0,128.0,126.0,IMO9347449,71.0,under way using engine,304.0,40.0,11.6
17747,2016-07-02 20:00:00,33.49823,-126.66193,19.0,125.0,125.0,IMO9347449,71.0,under way using engine,304.0,40.0,11.6
17748,2016-07-02 21:00:00,33.25648,-126.2632,18.7,126.0,126.0,IMO9347449,71.0,under way using engine,304.0,40.0,11.6
17749,2016-07-02 22:00:00,33.10465,-126.01607,18.8,128.0,126.0,IMO9347449,71.0,under way using engine,304.0,40.0,11.6
17753,2016-07-03 02:00:00,48.34194,-128.10465,12.6,83.1,81.0,IMO9275323,70.0,under way using engine,190.0,32.0,7.3
17756,2016-07-03 05:00:00,48.40875,-127.19508,12.0,84.5,82.0,IMO9275323,70.0,under way using engine,190.0,32.0,7.3
17758,2016-07-03 07:00:00,48.46714,-126.39439,12.1,80.6,77.0,IMO9275323,70.0,under way using engine,190.0,32.0,7.3
17759,2016-07-03 08:00:00,48.47471,-126.06034,12.3,89.5,82.0,IMO9275323,70.0,under way using engine,190.0,32.0,7.3
17760,2016-07-03 09:00:00,48.47503,-126.03636,12.3,88.1,83.0,IMO9275323,70.0,under way using engine,190.0,32.0,7.3
17761,2016-07-03 10:00:00,46.1749,-126.85638,11.0,-140.6,272.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
17762,2016-07-03 11:00:00,46.17587,-127.14343,10.9,-137.6,274.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
17768,2016-07-03 17:00:00,46.18288,-128.80217,10.5,-137.6,275.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
17769,2016-07-03 18:00:00,46.21348,-128.92067,9.9,-105.6,306.0,IMO9519157,70.0,under way using engine,225.0,32.0,12.7
17799,2016-07-05 00:00:00,35.4373,-131.93907,12.8,117.4,115.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17800,2016-07-05 01:00:00,35.34765,-131.70465,12.6,114.4,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17801,2016-07-05 02:00:00,35.28091,-131.53153,12.6,115.2,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17802,2016-07-05 03:00:00,35.1614,-131.2281,12.9,115.9,113.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17803,2016-07-05 04:00:00,35.06181,-130.99191,12.8,117.9,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17804,2016-07-05 05:00:00,34.96994,-130.75791,12.7,113.5,111.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17805,2016-07-05 06:00:00,34.87847,-130.52627,13.1,117.0,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17806,2016-07-05 07:00:00,34.78704,-130.30192,13.1,114.6,113.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17807,2016-07-05 08:00:00,34.69186,-130.06054,13.2,117.1,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17808,2016-07-05 09:00:00,34.56182,-129.79943,13.4,118.7,117.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17809,2016-07-05 10:00:00,34.45597,-129.58343,13.4,120.4,118.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17810,2016-07-05 11:00:00,34.32925,-129.34221,13.1,114.8,114.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17811,2016-07-05 12:00:00,34.2136,-129.11769,13.1,122.1,120.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17812,2016-07-05 13:00:00,34.09978,-128.903,12.9,121.3,120.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17813,2016-07-05 14:00:00,33.99188,-128.67017,12.7,116.6,120.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17814,2016-07-05 15:00:00,33.89314,-128.48466,12.9,123.3,120.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17815,2016-07-05 16:00:00,33.77017,-128.24923,12.8,122.8,121.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17816,2016-07-05 17:00:00,33.6506,-128.01997,13.1,122.5,120.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17817,2016-07-05 18:00:00,33.54021,-127.8121,13.1,121.4,122.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17818,2016-07-05 19:00:00,33.42449,-127.58999,13.1,124.3,119.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17819,2016-07-05 20:00:00,33.3174,-127.37008,13.1,121.8,116.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17820,2016-07-05 21:00:00,33.20412,-127.14207,13.3,120.4,118.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17821,2016-07-05 22:00:00,33.0815,-126.91295,13.5,124.4,119.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17822,2016-07-05 23:00:00,32.96606,-126.68934,13.3,119.4,117.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17823,2016-07-06 00:00:00,32.83772,-126.43298,13.8,118.1,117.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17824,2016-07-06 01:00:00,32.71768,-126.21359,13.7,124.1,122.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17825,2016-07-06 02:00:00,32.60055,-126.00652,13.9,120.4,117.0,IMO9148611,70.0,under way using engine,289.0,45.0,9.4
17826,2016-07-06 03:00:00,54.28074,-130.76621,17.3,116.0,117.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.7
17827,2016-07-06 04:00:00,54.19718,-130.42646,13.2,112.0,112.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.7
17828,2016-07-06 05:00:00,54.2893,-130.36548,6.3,-53.6,356.0,IMO9215646,79.0,under way using engine,278.0,40.0,10.7
17841,2016-07-06 18:00:00,47.06914,-127.82159,22.7,164.2,163.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17845,2016-07-06 22:00:00,45.43577,-127.1074,20.3,163.1,162.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17846,2016-07-06 23:00:00,45.03666,-126.93477,20.7,163.7,161.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17847,2016-07-07 00:00:00,44.69724,-126.79373,20.6,164.1,163.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17848,2016-07-07 01:00:00,44.40676,-126.67373,20.8,162.1,161.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17849,2016-07-07 02:00:00,32.85095,-126.13895,11.9,-107.5,304.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17850,2016-07-07 03:00:00,32.9883,-126.39847,11.8,-107.7,303.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17851,2016-07-07 04:00:00,43.39845,-126.24591,20.6,161.6,160.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17852,2016-07-07 05:00:00,43.06078,-126.10608,19.7,162.9,160.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17853,2016-07-07 06:00:00,42.84882,-126.01826,19.2,164.3,162.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.6
17854,2016-07-07 07:00:00,33.40134,-127.20721,12.0,-109.6,301.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17855,2016-07-07 08:00:00,54.26534,-130.72659,17.7,-111.9,300.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17856,2016-07-07 09:00:00,54.29501,-131.00528,10.3,-198.1,211.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17857,2016-07-07 10:00:00,54.11895,-131.03404,11.0,174.0,174.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17858,2016-07-07 11:00:00,54.05622,-131.0234,10.8,176.1,174.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17864,2016-07-07 17:00:00,34.42473,-129.26886,12.3,-105.3,303.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17865,2016-07-07 18:00:00,34.49781,-129.42191,12.3,-111.3,301.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17866,2016-07-07 19:00:00,34.59267,-129.62116,12.1,-109.9,300.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17867,2016-07-07 20:00:00,34.71184,-129.87392,12.0,-111.6,300.0,IMO9336828,70.0,under way using engine,190.0,30.0,11.3
17869,2016-07-07 22:00:00,48.3656,-126.14356,12.9,-150.5,257.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
17870,2016-07-07 23:00:00,48.32735,-126.50162,13.4,-153.3,254.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
17871,2016-07-08 00:00:00,48.30112,-126.65452,13.4,-153.9,253.0,IMO9643958,70.0,under way using engine,180.0,30.0,10.7
17872,2016-07-08 01:00:00,38.18762,-128.78216,12.3,126.3,129.0,IMO9432529,70.0,under way using engine,175.0,29.0,6.4
17873,2016-07-08 02:00:00,38.08507,-128.59096,12.2,124.2,125.0,IMO9432529,70.0,under way using engine,175.0,29.0,6.4
17874,2016-07-08 03:00:00,37.95125,-128.34511,11.8,125.2,124.0,IMO9432529,70.0,under way using engine,175.0,29.0,6.4
17875,2016-07-08 04:00:00,37.8455,-128.14155,11.1,125.9,127.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17876,2016-07-08 05:00:00,37.7276,-127.92457,12.2,125.3,124.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17877,2016-07-08 06:00:00,37.62771,-127.73732,12.2,123.1,122.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17878,2016-07-08 07:00:00,37.50779,-127.51531,12.1,125.7,123.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17879,2016-07-08 08:00:00,37.49699,-127.26623,12.3,91.9,90.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17880,2016-07-08 09:00:00,37.50162,-127.0167,11.7,89.4,90.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17881,2016-07-08 10:00:00,37.49759,-126.74846,11.9,93.1,94.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17882,2016-07-08 11:00:00,37.49799,-126.50615,12.2,90.1,88.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17883,2016-07-08 12:00:00,37.49806,-126.26009,11.8,90.8,88.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17884,2016-07-08 13:00:00,37.49973,-126.01915,11.4,88.4,84.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17885,2016-07-08 14:00:00,37.50037,-126.0005,11.5,87.5,84.0,IMO9432529,70.0,under way using engine,175.0,29.0,10.0
17895,2016-07-09 00:00:00,49.30084,-126.73847,8.5,132.3,133.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17896,2016-07-09 01:00:00,49.21155,-126.57871,8.8,128.9,128.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17897,2016-07-09 02:00:00,49.11286,-126.38894,9.0,132.0,132.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17898,2016-07-09 03:00:00,49.00754,-126.20975,8.9,132.0,132.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17899,2016-07-09 04:00:00,48.9223,-126.04524,9.1,128.6,128.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17900,2016-07-09 05:00:00,48.90762,-126.0158,9.2,127.1,129.0,IMO9215646,79.0,under way using engine,278.0,40.0,9.6
17935,2016-07-10 16:00:00,32.85285,-126.13737,12.6,-102.6,306.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17936,2016-07-10 17:00:00,32.9802,-126.33282,12.5,-104.6,306.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17937,2016-07-10 18:00:00,33.11423,-126.54625,12.9,-103.6,307.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17938,2016-07-10 19:00:00,33.12655,-126.56613,12.8,-104.6,307.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17943,2016-07-11 00:00:00,33.81898,-127.66282,12.7,-104.6,306.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17944,2016-07-11 01:00:00,33.99022,-127.95198,12.8,-104.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17945,2016-07-11 02:00:00,34.06288,-128.0709,12.8,-103.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17946,2016-07-11 03:00:00,36.2934,-128.36237,22.8,125.3,126.0,IMO9389394,71.0,under way using engine,261.0,32.0,11.4
17947,2016-07-11 04:00:00,36.0936,-128.00493,23.2,126.3,127.0,IMO9389394,71.0,under way using engine,261.0,32.0,11.4
17948,2016-07-11 05:00:00,35.78877,-127.48411,23.4,126.7,126.0,IMO9389394,71.0,under way using engine,261.0,32.0,10.6
17949,2016-07-11 06:00:00,35.56989,-127.10693,23.1,125.0,126.0,IMO9389394,71.0,under way using engine,261.0,32.0,10.6
17950,2016-07-11 07:00:00,35.29864,-126.65636,23.1,126.1,127.0,IMO9389394,71.0,under way using engine,261.0,32.0,10.6
17951,2016-07-11 08:00:00,35.14624,-126.40195,22.9,125.5,126.0,IMO9389394,71.0,under way using engine,261.0,32.0,10.6
17952,2016-07-11 09:00:00,35.01047,-129.62697,12.4,-105.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17953,2016-07-11 10:00:00,35.12282,-129.82169,12.3,-103.7,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17954,2016-07-11 11:00:00,35.20275,-129.95935,12.5,-104.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17956,2016-07-11 13:00:00,35.49145,-130.4557,12.5,-104.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17957,2016-07-11 14:00:00,35.59775,-130.64925,12.3,-106.6,305.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17958,2016-07-11 15:00:00,35.71637,-130.86617,12.4,-107.6,304.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17959,2016-07-11 16:00:00,35.8451,-131.096,12.3,-105.6,304.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17960,2016-07-11 17:00:00,35.84975,-131.10412,12.3,-105.6,303.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17961,2016-07-11 18:00:00,36.01248,-131.37655,3.4,43.0,56.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17964,2016-07-11 21:00:00,35.67544,-131.9145,18.9,123.0,124.0,IMO9149768,71.0,under way using engine,276.0,32.0,12.2
17965,2016-07-11 22:00:00,35.57767,-131.73567,18.9,123.0,124.0,IMO9149768,71.0,under way using engine,276.0,32.0,12.2
17966,2016-07-11 23:00:00,35.3215,-131.26683,19.0,125.0,124.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17967,2016-07-12 00:00:00,35.14414,-130.94276,18.5,121.0,121.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17968,2016-07-12 01:00:00,34.98083,-130.6485,19.0,125.0,123.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17969,2016-07-12 02:00:00,34.79317,-130.304,18.9,124.0,122.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17970,2016-07-12 03:00:00,34.62133,-129.98467,18.9,126.0,124.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17971,2016-07-12 04:00:00,34.43683,-129.68,18.7,127.0,125.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17972,2016-07-12 05:00:00,38.45549,-129.58025,18.1,122.4,123.0,IMO9408877,71.0,under way using engine,350.0,46.0,10.1
17973,2016-07-12 06:00:00,34.08467,-129.10967,18.5,126.0,126.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17974,2016-07-12 07:00:00,36.34208,-131.90512,12.3,-106.6,302.0,IMO9220706,70.0,under way using engine,186.0,32.0,11.8
17975,2016-07-12 08:00:00,37.92153,-128.59935,17.7,124.8,126.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17976,2016-07-12 09:00:00,33.51533,-128.19183,19.2,128.0,124.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17977,2016-07-12 10:00:00,37.56598,-127.96959,16.6,126.7,126.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17978,2016-07-12 11:00:00,37.41655,-127.70524,12.6,124.4,121.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17979,2016-07-12 12:00:00,37.30147,-127.48534,12.6,122.6,123.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17980,2016-07-12 13:00:00,32.75286,-126.95385,19.1,127.0,126.0,IMO9149768,71.0,under way using engine,276.0,32.0,10.6
17981,2016-07-12 14:00:00,37.03627,-126.91613,17.1,120.1,119.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17982,2016-07-12 15:00:00,36.91085,-126.63202,16.9,118.4,118.0,IMO9408877,71.0,under way using engine,350.0,46.0,12.2
17983,2016-07-12 16:00:00,47.77115,-126.52265,12.1,57.0,57.0,IMO9475301,70.0,under way using engine,289.0,45.0,11.8
17984,2016-07-12 17:00:00,47.89183,-126.23642,12.1,56.0,56.0,IMO9475301,70.0,under way using engine,289.0,45.0,11.8
17985,2016-07-12 18:00:00,47.99165,-126.00398,12.0,57.0,56.0,IMO9475301,70.0,under way using engine,289.0,45.0,11.8
17987,2016-07-12 20:00:00,48.45088,-126.21378,10.5,-145.6,264.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17988,2016-07-12 21:00:00,48.4353,-126.43891,10.5,-145.0,264.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17989,2016-07-12 22:00:00,48.41423,-126.71866,10.7,-146.1,263.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17990,2016-07-12 23:00:00,48.40334,-126.84257,10.7,-147.1,264.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17991,2016-07-13 00:00:00,48.37423,-127.15378,10.8,-147.2,261.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17992,2016-07-13 01:00:00,48.35809,-127.33554,10.7,-147.3,262.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17993,2016-07-13 02:00:00,48.32479,-127.79491,10.4,-146.4,260.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17994,2016-07-13 03:00:00,48.3144,-127.94923,10.3,-145.4,262.0,IMO9275323,70.0,under way using engine,190.0,32.0,11.4
17995,2016-07-13 04:00:00,54.3204,-131.47888,9.4,90.0,90.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
17996,2016-07-13 05:00:00,54.32011,-131.19242,11.2,92.9,94.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
17997,2016-07-13 06:00:00,54.31696,-130.91564,10.5,93.5,93.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
17998,2016-07-13 07:00:00,54.28041,-130.7695,17.7,115.9,115.0,IMO9215634,79.0,under way using engine,278.0,40.0,10.0
18001,2016-07-13 10:00:00,48.5399,-126.30622,15.4,-142.6,267.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
18002,2016-07-13 11:00:00,48.52975,-126.66859,15.2,-142.8,268.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
18003,2016-07-13 12:00:00,48.53215,-126.92167,15.1,-137.9,271.0,IMO9215646,79.0,under way using engine,278.0,40.0,11.0
18011,2016-07-13 20:00:00,34.83698,-126.04973,20.2,-111.8,297.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18012,2016-07-13 21:00:00,35.03434,-126.51964,20.0,-112.9,297.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18013,2016-07-13 22:00:00,35.16214,-126.82457,20.1,-112.8,296.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18014,2016-07-13 23:00:00,35.34251,-127.25596,19.5,-112.8,296.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18015,2016-07-14 00:00:00,35.48264,-127.5924,19.8,-112.6,297.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18016,2016-07-14 01:00:00,35.62249,-127.92895,20.2,-112.9,297.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18017,2016-07-14 02:00:00,35.71497,-128.15104,20.1,-111.5,297.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18018,2016-07-14 03:00:00,35.947,-128.70996,20.4,-112.5,296.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18019,2016-07-14 04:00:00,36.10748,-129.08824,20.0,-113.4,298.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18020,2016-07-14 05:00:00,36.25466,-129.44311,20.2,-112.2,298.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18021,2016-07-14 06:00:00,36.37131,-129.72455,20.2,-112.5,298.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18022,2016-07-14 07:00:00,36.52199,-130.10178,20.4,-115.9,294.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18023,2016-07-14 08:00:00,36.69764,-130.5869,20.2,-115.6,294.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
18024,2016-07-14 09:00:00,36.80165,-130.87677,20.5,-118.0,293.0,IMO9303522,71.0,under way using engine,332.0,42.0,11.8
